Ticker,0981.HK,GFS,INTC,SMSN.IL,TSM,UMC,2454.TW,ALAB,AMD,ARM,AVGO,MRVL,NVDA,QCOM,000660.KS,MU,6857.T,6920.T,8035.T,AMAT,ASML,CDNS,KLAC,LRCX,SNPS,TER,042700.KS,3711.TW,AMKR,ADI,IFX.DE,MCHP,NXPI,ON,STNE,TXN
AVGO,0.1430246934422138,0.466364159424258,0.40523433891088045,0.26491062978075786,0.4807873888883893,0.4346307552734135,-0.0006145846450989357,0.3628719126197458,0.46753740168771346,0.4627358399854546,1.0000000000000002,0.4431106156678814,0.46018919393949514,0.4870991536535549,0.07863954698972973,0.4723379256433042,0.030720200589180097,0.019317848680975525,0.048288935645597296,0.5126957696629526,0.5023776173687596,0.4558751980341318,0.5144685760230135,0.5176221096713713,0.3964899337323169,0.4841515869513595,0.07134480567456689,-0.01414534290383824,0.48782415403708873,0.4948073374165378,0.3128608849837023,0.4888218192749986,0.5013133571704094,0.48157021949126283,0.3073715258003219,0.4648296080756731
MRVL,0.13605650205285455,0.4606982835177675,0.39889790592845825,0.251949713572182,0.4711682622216238,0.428634861350151,-0.012283181580631443,0.3585536982798317,0.46083285145721864,0.4549495123996308,0.4431106156678814,1.0,0.45237152537843656,0.48132626584110866,0.06462609789246303,0.46322881103585245,0.017610043665653257,0.007089317131243304,0.03456028732285602,0.5042806933433666,0.49359712802667144,0.4484877805681108,0.5063185202294301,0.5092398333011822,0.3896953978655831,0.47585709720536085,0.059665168545449176,-0.02604496132781389,0.4800058960767939,0.4887756008479957,0.30191735261582364,0.48264436704755,0.49508971476825026,0.4755361823000399,0.3015095986937877,0.45955038514613783
NVDA,0.158235594390427,0.4733849190457391,0.41486285359494723,0.2932201419991514,0.4974568464538904,0.44296010862040763,0.028524634499434275,0.36810917145487193,0.477133217443179,0.47510558054306073,0.4601891939394951,0.45237152537843656,1.0,0.4940703344464672,0.11242191969969734,0.4878632393233347,0.06297953476302642,0.0495504377734942,0.0818239280943915,0.5258720005134915,0.5166236856445642,0.4673538836764441,0.5269561222009573,0.5306412080339765,0.4073956406128082,0.4974627935884646,0.09941240797965316,0.01577728713204177,0.4998903831521228,0.5023069736031837,0.3354017014026547,0.4967766529946664,0.5091926934796492,0.48927779566926266,0.31731032199415465,0.47090855597457537
QCOM,0.13062078094321924,0.5121034911883567,0.43783693694213294,0.24166109226961893,0.5088501228660243,0.47364196513761364,-0.059676573505505204,0.3989175532639973,0.5082151788669981,0.49718146234734706,0.48709915365355483,0.4813262658411087,0.4940703344464672,0.9999999999999998,0.020367017972333153,0.501630441951035,-0.0306294060159277,-0.03939502372756702,-0.013384389474555317,0.5519312060051184,0.5381211244491317,0.49124254668337974,0.5553259254833894,0.5578088858653977,0.42538318287819304,0.519444484677855,0.02370226175468539,-0.07653245954521833,0.5261092131459587,0.543233676937849,0.3074521711678081,0.5355573258577226,0.5498074575517078,0.5278740342734877,0.32676590088605095,0.5122780701018225
000660.KS,0.21385309389716695,0.02496893875357893,0.07740709947365405,0.39824435453368584,0.17467526652994256,0.05147770862285828,0.4602513391445378,0.015867079563307667,0.06541562449437814,0.11010310390093024,0.07863954698972975,0.06462609789246303,0.11242191969969734,0.020367017972333163,1.0,0.15816430372822415,0.5037498393506719,0.4738455688475611,0.5206579401509839,0.11363667448793376,0.13243092589774727,0.09729604254073401,0.10243511780992381,0.1102480464653811,0.09918583883407264,0.12102541557798066,0.4300757600336093,0.47511432730300845,0.1006895220804667,0.027292158899856134,0.2983191425104749,0.03558262148952574,0.03208971900272882,0.03301378821042352,0.10033136685659766,0.01037940341402681
MU,0.17840216737340306,0.48109536472320397,0.4263724540950445,0.3307579173470323,0.5182640034864089,0.45258122445721544,0.06825318755040652,0.3738011360622998,0.48834960842303726,0.4901228820122453,0.4723379256433042,0.46322881103585256,0.4878632393233347,0.501630441951035,0.15816430372822413,0.9999999999999998,0.1068367586984907,0.09069006111863935,0.12735017249053424,0.5417894337520913,0.5340408266302374,0.4811837700358917,0.5419275827051563,0.5463247599478901,0.42068135961937453,0.5136781522628038,0.13739283809528807,0.0566278771301173,0.5143937822379501,0.5105567745343568,0.3648835411858953,0.5056709203152246,0.5179341841268776,0.4978639103420876,0.32963347299547574,0.47734113411527823
6857.T,0.19606104102536306,-0.023930796958525773,0.03416172159749349,0.3652607943361206,0.12224405697771805,0.005522896473434173,0.45407554145813367,-0.022132894715453252,0.015845372033272367,0.06042698070373867,0.030720200589180097,0.017610043665653264,0.06297953476302644,-0.03062940601592768,0.503749839350672,0.10683675869849071,1.0000000000000002,0.4654099596069397,0.5085709988281039,0.05871045473681978,0.07832430667382342,0.04850792913341242,0.04747616411402741,0.05485480126646243,0.056555729732442654,0.06897125159141093,0.4168161292483233,0.47014594755336864,0.04852864475183291,-0.024600783778459392,0.26169737553151246,-0.015799462354111928,-0.02054571994199194,-0.01757837980996447,0.06696538319868645,-0.03816274809794135
6920.T,0.18200328763671225,-0.03262540728411156,0.023529019924678707,0.33910448214758937,0.10505267549187064,-0.004138434914889552,0.42865857136819446,-0.02870133472904585,0.0048978793536719875,0.04708604115701197,0.019317848680975518,0.007089317131243307,0.049550437773494216,-0.039395023727567015,0.4738455688475611,0.09069006111863934,0.46540995960693965,1.0,0.4790497819077684,0.04439065160146788,0.06312806047084085,0.03598212964701349,0.03374738406050873,0.04064493048940545,0.044857021631162716,0.05469098958108295,0.391937484715617,0.44412010888787024,0.03531423387693405,-0.033869888735545826,0.24030930875866735,-0.025432687945617982,-0.0301819171669961,-0.026955944400540718,0.05660126571222898,-0.046027288398669756
8035.T,0.2068179875766361,-0.007270085371988782,0.05016444365498429,0.38524358748807375,0.14349914923997814,0.02182251690483061,0.46666018383047225,-0.009266940084386792,0.03365406002885244,0.07929510839797338,0.04828893564559729,0.03456028732285602,0.08182392809439154,-0.013384389474555327,0.5206579401509839,0.12735017249053424,0.5085709988281039,0.4790497819077685,1.0,0.07938690477945717,0.09916202490797232,0.06679025381222595,0.06790655114564631,0.0756072091544075,0.0728553752027924,0.08887219459480332,0.43103950753057985,0.48267412740690463,0.06799842948878564,-0.006902027174937667,0.28058603893200396,0.0019213057548806663,-0.0024926790984395875,-0.0001763962624875337,0.08024335788868284,-0.021954196394798297
AMAT,0.17194919973802836,0.5286965670846049,0.4620464558244473,0.3185867039309372,0.5521320994806613,0.4940635972020769,0.021198235865277398,0.41120256426477403,0.5319476145484837,0.5286422332793144,0.5126957696629526,0.5042806933433666,0.5258720005134916,0.5519312060051184,0.11363667448793374,0.5417894337520912,0.05871045473681979,0.044390651601467886,0.07938690477945716,0.9999999999999998,0.5745435138888385,0.5202728865769776,0.5867928584192615,0.5907314977923742,0.4531915566104221,0.5533853401211418,0.10115676854454381,0.006600477295038299,0.556572069925026,0.5609794218601503,0.36807040552881864,0.5546035103050285,0.5685666533136585,0.5462789632140269,0.35244338788501783,0.5262668216195444
ASML,0.17636889793556884,0.5156973175134231,0.4530223765612081,0.3268603355039591,0.544802661697399,0.48309886367569804,0.03998052262825469,0.40094284237156086,0.5205620574050809,0.5192228406221089,0.5023776173687595,0.49359712802667144,0.5166236856445642,0.5381211244491316,0.13243092589774727,0.5340408266302374,0.07832430667382341,0.06312806047084085,0.0991620249079723,0.5745435138888386,1.0000000000000002,0.5105375734027723,0.5755059558974861,0.5796683339612103,0.4453181914208246,0.5437675561678958,0.11654600264511031,0.026395392705914556,0.5460148356220585,0.5472199890050068,0.3708290144431266,0.5413619709739883,0.5548072632609596,0.5331506526158497,0.34729529730554015,0.5127188997364462
CDNS,0.15149207808751,0.4705219353701758,0.41079037173745725,0.28066876390316137,0.49026869965014264,0.4394895289701224,0.015435038457604518,0.36598281605606603,0.4731142608864247,0.4698375957088591,0.45587519803413185,0.44848778056811084,0.46735388367644415,0.4912425466833797,0.097296042540734,0.48118377003589174,0.04850792913341241,0.03598212964701351,0.06679025381222596,0.5202728865769777,0.5105375734027723,1.0,0.5216674675736821,0.5251157482117321,0.40274399857845145,0.4917852558740188,0.08684903407643485,0.002327351760089833,0.4947743733519304,0.49924661088571365,0.32547148700256234,0.4935080863695429,0.5059658266630709,0.4861157757379735,0.31303745948750555,0.46846767353306384
KLAC,0.16820971143790883,0.5318221730225993,0.4634930212385457,0.311611538510157,0.5519609916595919,0.4963338257281571,0.010706801586336767,0.41371569149655485,0.5341609600600067,0.529799362246849,0.5144685760230138,0.5063185202294301,0.5269561222009573,0.5553259254833893,0.10243511780992383,0.5419275827051564,0.0474761641140274,0.033747384060508735,0.06790655114564631,0.5867928584192615,0.5755059558974863,0.5216674675736822,1.0,0.5923201300786247,0.4540726331513791,0.554463264684732,0.09192292570693371,-0.004336791593949272,0.5581424301388865,0.5642774197040502,0.36375183841780184,0.5576651977460504,0.5718068817733696,0.5493417333228298,0.35259237351107564,0.5297126852166884
LRCX,0.17192657258296054,0.5342780437755436,0.46642772931785087,0.318526749986482,0.5566334771867206,0.4990280248304536,0.017319329872977355,0.4155753907332726,0.5372034551829962,0.5334625701271406,0.5176221096713715,0.5092398333011823,0.5306412080339765,0.5578088858653978,0.11024804646538111,0.5463247599478901,0.05485480126646243,0.040644930489405456,0.0756072091544075,0.5907314977923743,0.5796683339612104,0.5251157482117322,0.5923201300786248,0.9999999999999998,0.45728105289781057,0.5583797563106964,0.09842529625790483,0.0024285251414086586,0.5617831431259339,0.5668945761536949,0.36944640957919284,0.5603746011717772,0.5745222486328279,0.5519816078407369,0.35541654100876824,0.5319519573867388
SNPS,0.13720188296016878,0.4075988961382035,0.3574679576438533,0.2542525276771747,0.4290162176677964,0.3815330121894601,0.02669506982302098,0.3169367439018069,0.41101356879304135,0.40947613382939807,0.39648993373231683,0.38969539786558316,0.4073956406128082,0.425383182878193,0.09918583883407264,0.42068135961937453,0.05655572973244265,0.04485702163116273,0.07285537520279237,0.45319155661042204,0.44531819142082457,0.4027439985784515,0.454072633151379,0.45728105289781057,1.0,0.42877171135256675,0.08757381122180927,0.015791497704192532,0.43076672428337637,0.4325053814793537,0.2900968500156703,0.4277835379065669,0.4384548294486824,0.4213166802780155,0.27360284846046345,0.40539939638550604
TER,0.16750284938486282,0.49772673123818206,0.4365009045792027,0.31040371934521066,0.5238531261732682,0.46589212941664876,0.03251533221608575,0.3870180985991103,0.5018892123710952,0.5000037634351961,0.48415158695135957,0.47585709720536096,0.4974627935884646,0.519444484677855,0.12102541557798067,0.5136781522628038,0.0689712515914109,0.05469098958108292,0.0888721945948033,0.5533853401211418,0.5437675561678958,0.49178525587401867,0.5544632646847321,0.5583797563106964,0.42877171135256675,1.0,0.10686161710048585,0.019197979182800914,0.5260040351997504,0.528140368671957,0.35419227576740425,0.5223728922332347,0.5354045545684194,0.5144764808640052,0.33408658209582,0.4950434814234114
042700.KS,0.1787804057584118,0.0272137173950885,0.06969550969609245,0.3329105985394962,0.15115938361362305,0.04867758687884795,0.3804199175080434,0.018231295125197975,0.060662155713508116,0.09753165616792074,0.07134480567456689,0.05966516854544918,0.09941240797965319,0.02370226175468539,0.43007576003360926,0.13739283809528813,0.41681612924832334,0.391937484715617,0.4310395075305798,0.1011567685445438,0.11654600264511031,0.08684903407643482,0.0919229257069337,0.09842529625790486,0.08757381122180927,0.10686161710048585,1.0000000000000002,0.3925144048483761,0.09010441711947387,0.029535031739920472,0.25099175806816465,0.03630326563303385,0.03359226438656359,0.03407771324887259,0.0872641965041398,0.015132853032915308
3711.TW,0.17402706776030202,-0.06810492495143512,-0.006515139952304234,0.3243611307404198,0.07057389792679768,-0.03680641624976344,0.4351892867234661,-0.05635765023335398,-0.030102012959205594,0.013084564172967234,-0.014145342903838246,-0.02604496132781389,0.01577728713204177,-0.07653245954521834,0.4751143273030085,0.05662787713011731,0.4701459475533687,0.44412010888787035,0.48267412740690463,0.006600477295038296,0.02639539270591456,0.002327351760089834,-0.00433679159394927,0.0024285251414086603,0.015791497704192536,0.019197979182800914,0.39251440484837613,1.0,-0.0007474126189052349,-0.0715019989736053,0.2204742560608703,-0.062488137908761336,-0.06824630922635197,-0.06349043307745708,0.034398940214193714,-0.0815944256042894
AMKR,0.1608286658333205,0.5038806779674116,0.43953502222512675,0.2979527110732608,0.5240134810390515,0.47045611681647653,0.013395694125555298,0.391954258666649,0.5063818562053606,0.5025668986173425,0.48782415403708873,0.4800058960767939,0.4998903831521229,0.5261092131459586,0.10068952208046672,0.5143937822379501,0.048528644751832904,0.035314233876934054,0.06799842948878564,0.556572069925026,0.5460148356220587,0.4947743733519304,0.5581424301388865,0.5617831431259338,0.4307667242833764,0.5260040351997505,0.09010441711947387,-0.0007474126189052304,1.0,0.534636406822578,0.3466296027300035,0.5284324125431734,0.5418017062967575,0.5205308525038534,0.334659949697181,0.501779541703971
ADI,0.1351559736181959,0.519468475136513,0.4448516137681614,0.25008486962725546,0.5180871866507072,0.4808172312742775,-0.054604523020359466,0.4046088375546265,0.5160445481378415,0.5054312128645748,0.4948073374165378,0.48877560084799576,0.5023069736031835,0.543233676937849,0.02729215889985614,0.5105567745343567,-0.02460078377845938,-0.03386988873554584,-0.006902027174937655,0.5609794218601504,0.5472199890050068,0.4992466108857136,0.5642774197040502,0.566894576153695,0.43250538147935375,0.528140368671957,0.029535031739920472,-0.0715019989736053,0.534636406822578,1.0,0.31550163031490924,0.5433808742441637,0.5577823295452021,0.5355589881906943,0.3325460360627151,0.5194586515763004
IFX.DE,0.19051961808496312,0.2970017556462905,0.28493741123376726,0.3539153279165147,0.37800857414754296,0.2903953016292922,0.22157443260919013,0.22937601029712879,0.3172235027754647,0.3358395519860294,0.3128608849837023,0.30191735261582375,0.33540170140265474,0.3074521711678081,0.2983191425104749,0.3648835411858953,0.26169737553151246,0.24030930875866738,0.28058603893200396,0.36807040552881864,0.3708290144431267,0.3254714870025623,0.3637518384178019,0.36944640957919284,0.2900968500156703,0.3541922757674043,0.2509917580681647,0.2204742560608703,0.3466296027300034,0.31550163031490913,1.0,0.3158422836132249,0.3217905385190167,0.31017257956502736,0.2361955633778758,0.2890284988713857
MCHP,0.1367434465910399,0.5122199577362155,0.43958274118555524,0.2530648334530078,0.513366764825871,0.4745832072377071,-0.04608901742552082,0.3989030548545961,0.5095240806928929,0.4998159398576553,0.4888218192749987,0.4826443670475499,0.4967766529946664,0.5355573258577226,0.03558262148952574,0.5056709203152245,-0.015799462354111938,-0.02543268794561798,0.0019213057548806635,0.5546035103050284,0.5413619709739883,0.4935080863695429,0.5576651977460504,0.5603746011717772,0.42778353790656704,0.5223728922332346,0.03630326563303385,-0.06248813790876132,0.5284324125431734,0.5433808742441636,0.3158422836132249,0.9999999999999999,0.5500876220599832,0.5282077510984864,0.32931866821095657,0.5119658919378207
NXPI,0.1385922866044856,0.5258020443816035,0.45075863348848555,0.256465158131615,0.5256956941141501,0.48692420887740645,-0.05127800984665914,0.4095111060570245,0.5226866408260359,0.5123337298876283,0.5013133571704093,0.4950897147682503,0.5091926934796495,0.5498074575517078,0.03208971900272881,0.5179341841268778,-0.020545719941991943,-0.0301819171669961,-0.002492679098439589,0.5685666533136586,0.5548072632609597,0.5059658266630709,0.5718068817733696,0.5745222486328279,0.43845482944868247,0.5354045545684195,0.033592264386563604,-0.06824630922635198,0.5418017062967575,0.5577823295452021,0.32179053851901673,0.5500876220599832,1.0,0.5421514551143032,0.33732805947994754,0.5256662713797899
ON,0.13395195666854726,0.5048496430827878,0.433034996961365,0.24788890403202135,0.505384854535441,0.46764173701836576,-0.047264996486646636,0.39317748142314674,0.5020311955648353,0.49228316040448905,0.4815702194912629,0.47553618230003997,0.4892777956692628,0.5278740342734878,0.033013788210423535,0.49786391034208755,-0.01757837980996447,-0.026955944400540718,-0.00017639626248753382,0.5462789632140269,0.5331506526158498,0.4861157757379735,0.5493417333228299,0.5519816078407368,0.42131668027801555,0.5144764808640052,0.0340777132488726,-0.06349043307745708,0.5205308525038534,0.5355589881906943,0.3101725795650275,0.5282077510984864,0.5421514551143033,0.9999999999999998,0.32424497602526375,0.5046571999784677
STNE,0.1151249442527956,0.3133605814256449,0.2774259301413544,0.21343257310939406,0.33679240875735933,0.29464061672248903,0.04205247937532,0.24349328189493552,0.31787469088334497,0.31879495965370513,0.3073715258003219,0.30150959869378774,0.31731032199415465,0.326765900886051,0.10033136685659766,0.32963347299547574,0.06696538319868643,0.05660126571222899,0.08024335788868284,0.3524433878850179,0.3472952973055401,0.31303745948750555,0.35259237351107564,0.35541654100876824,0.27360284846046345,0.33408658209582,0.08726419650413982,0.03439894021419371,0.334659949697181,0.33254603606271504,0.2361955633778758,0.32931866821095657,0.3373280594799476,0.3242449760252637,1.0,0.31099104364099944
TXN,0.12126363418797806,0.48970423516658074,0.4177015682134499,0.22430388401088486,0.48396124545872216,0.45242652511130366,-0.06520035446948635,0.3815319446099129,0.48527234380859907,0.47392699100756747,0.4648296080756731,0.4595503851461379,0.47090855597457537,0.5122780701018225,0.010379403414026813,0.47734113411527823,-0.03816274809794137,-0.04602728839866977,-0.0219541963947983,0.5262668216195444,0.5127188997364462,0.4684676735330639,0.5297126852166885,0.531951957386739,0.40539939638550615,0.4950434814234115,0.015132853032915308,-0.0815944256042894,0.5017795417039709,0.5194586515763004,0.28902849887138565,0.5119658919378208,0.5256662713797899,0.5046571999784678,0.31099104364099944,1.0000000000000002
